Project,Class,WMC,DIT,NOC,CBO,RFC,LCOM,BrCv,MtCv,Cv,MnT,GnT,RsSize,RsLen,MnRsSize,MnRsLen
Apache-commons-compress,org.apache.commons.compress.compressors.pack200.Pack200CompressorInputStream,20,3,0,5,42,98,0.6214285714,0.15,0.303125,358.9,6786.0255208333,9.1,80.8,4.2,10.2
Apache-commons-compress,org.apache.commons.compress.compressors.pack200.TempFileCachingStreamBridge,3,4,0,3,9,0,0,0.25,0.25,32.7,25.6666666667,1,1,1,1
Apache-commons-compress,org.apache.commons.compress.compressors.pack200.InMemoryCachingStreamBridge,2,4,0,2,6,1,0,1,1,108,920.3,1.5,17.5,1,2
Apache-commons-compress,org.apache.commons.compress.compressors.pack200.Pack200CompressorOutputStream,9,3,0,4,23,6,0.5833333333,1,0.75,353.7,77871.6583333333,3,18.7,4.8,19.4
Apache-commons-compress,org.apache.commons.compress.compressors.pack200.Pack200Utils,5,1,0,0,22,10,0.2,1,0.3846153846,97.3,6710.8807692308,3,7.3,3,4.3
Apache-commons-compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,28,3,0,6,47,76,0.0375,0.1,0.040433213,1008.3,2735.8567388688,8.4,150,5.1,11.9
Apache-commons-compress,org.apache.commons.compress.compressors.bzip2.CRC,8,1,0,2,9,0,1,1,1,699.1,634.9833333333,3.5,63.5,5.5,11.7
Apache-commons-compress,org.apache.commons.compress.compressors.bzip2.Rand,3,1,0,1,4,1,0,1,1,120.4,212.4,1.2,11.1,2,2
Apache-commons-compress,org.apache.commons.compress.compressors.bzip2.BlockSort,18,1,0,2,25,123,0.4621428571,0.6823529412,0.6291618564,123476.8,27813.3519191329,5.1,103.8,5.2,22.1
Apache-commons-compress,org.apache.commons.compress.compressors.gzip.GzipUtils,5,1,0,1,12,0,0,1.3666666667,0.8783239437,8923.8,2700.5241651017,2.8,45.5,3.7,7.1
Apache-commons-compress,org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream,9,3,0,2,44,20,0.1405405405,0.4,0.3386666667,10381.6,4155.5231111111,6.1,113.1,4.9,13.3
Apache-commons-compress,org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream,5,3,0,2,11,0,0,0.94,0.916,476.8,825.3593333333,6.7,174.4,4.8,16.8
Apache-commons-compress,org.apache.commons.compress.compressors.FileNameUtil,4,1,0,3,23,0,0.9,1.05,0.984375,1134,7067.5557291667,6.2,95.5,11,42.5
Apache-commons-compress,org.apache.commons.compress.compressors.CompressorStreamFactory,5,1,0,12,33,4,0.7684210526,0.96,0.89,2135.3,19017.4916666667,13.5,91,15.5,47.7
Apache-commons-compress,org.apache.commons.compress.compressors.xz.XZUtils,6,1,0,3,14,3,0,1.1,0.9875,447.5,3218.63125,3.3,40.2,5.5,10.6
Apache-commons-compress,org.apache.commons.compress.compressors.xz.XZCompressorOutputStream,7,3,0,5,16,0,0,0.8857142857,0.94,1511.2,900.3876190476,5.9,126.4,4.7,13.5
Apache-commons-compress,org.apache.commons.compress.compressors.xz.XZCompressorInputStream,8,3,0,6,17,0,0.48,0.3,0.52,595.7,1960.6366666667,5.9,86.4,3.7,8
Apache-commons-compress,org.apache.commons.compress.utils.CharsetNames,1,1,0,0,2,0,0,1.2,1,69.9,765.8833333333,1.7,18.3,1,1.4
Apache-commons-compress,org.apache.commons.compress.utils.IOUtils,4,1,0,2,9,6,1.1,1.0333333333,1,190.9,654.3722222222,4.2,86.9,1.6,5.4
Apache-commons-compress,org.apache.commons.compress.utils.CountingInputStream,6,3,0,0,9,11,0.8833333333,0.9,0.9888888889,1982,2191.1314814815,7.2,167.8,5.2,19.3
Apache-commons-compress,org.apache.commons.compress.utils.Charsets,4,1,0,0,7,6,1.55,1.3666666667,1,5064.5,2199.4944444445,4.2,84.2,5.7,9.9
Apache-commons-compress,org.apache.commons.compress.utils.ArchiveUtils,12,1,0,7,26,66,0.825,0.8818181818,1,925.8,11326.9136363636,7.2,149.4,11.4,25.5
Apache-commons-compress,org.apache.commons.compress.utils.CountingOutputStream,6,3,0,1,9,7,2.4,1.25,1,590.9,1709.9083333333,5.8,137.8,5.8,16.2
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ZipEightByteInteger,17,1,0,4,28,80,0.825,0.825,0.9904761905,946.2,1259.9025793651,8.6,227.7,9.4,22
Apache-commons-compress,org.apache.commons.compress.archivers.zip.Zip64Mode,4,2,0,2,7,4,0,0,0.9972222222,288.8,16981.2328703704,6.8,109.6,3.5,10.5
Apache-commons-compress,org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField,21,1,0,7,35,24,0.9266666667,1.015,0.9562908497,1240.2,143159.095215142,9.6,83.2,22.7,77.5
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ZipArchiveEntry,45,2,1,20,99,780,0.7651785714,0.8386363636,0.8611111111,2968.6,98671.7166245791,16.1,116.9,33.3,118.6
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ZipMethod,6,2,0,3,14,9,6.75,3.7,0.5060629515,419.9,103409.417677159,3.4,19.7,6.3,18.2
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,34,3,1,20,132,287,0.1422727273,0.3764705882,0.3030701754,1726.1,45718.6132567939,6.8,57.9,11,36.7
Apache-commons-compress,org.apache.commons.compress.archivers.zip.FallbackZipEncoding,5,1,0,2,11,0,2.1,1.46,0.9159649123,726.1,22725.3293274854,4.4,75.2,6.6,16.8
Apache-commons-compress,org.apache.commons.compress.archivers.zip.X7875_NewUnix,19,1,0,3,39,57,0.8785714286,0.9444444444,0.9703030303,517.1,150180.219124579,4,30.4,11.9,32.4
Apache-commons-compress,org.apache.commons.compress.archivers.zip.AsiExtraField,22,1,0,4,44,165,0.8,0.8904761905,0.8739393939,401.9,160785.610735931,3.9,27.1,9.4,25.3
Apache-commons-compress,org.apache.commons.compress.archivers.zip.UnsupportedZipFeatureException,5,5,0,5,12,0,0,0.7,0.3303030303,365.9,150593.305050505,2,28.4,3.7,10.5
Apache-commons-compress,org.apache.commons.compress.archivers.zip.GeneralPurposeBit,13,1,0,6,16,0,0.8,0.8307692308,0.8916666667,1385,22146.3537393162,7.2,170.7,15.7,48.8
Apache-commons-compress,org.apache.commons.compress.archivers.zip.UnicodeCommentExtraField,5,2,0,4,9,8,0,1.1,0.8289473684,371.9,17745.1381578947,4.3,85.7,4.3,10.8
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ZipShort,12,1,0,18,19,24,2.2333333333,1.0583333333,0.9981308411,1004.8,17884.5927440291,9.1,221.3,11.1,31.8
Apache-commons-compress,org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp,32,1,0,4,54,252,1,0.9838709677,0.9631732896,2165.7,142658.991174043,13.9,125.9,32.5,128.2
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream,46,3,1,23,160,485,0.5615079365,0.8673913043,0.7328636655,4642.8,61358.3667091617,19.1,271.6,34.8,160.5
Apache-commons-compress,org.apache.commons.compress.archivers.zip.UnparseableExtraFieldData,9,1,0,5,13,16,2.9625,1.3625,0.9698473282,1707,10363.5053912214,7.6,137.3,9.6,37.3
Apache-commons-compress,org.apache.commons.compress.archivers.zip.UnicodePathExtraField,5,2,0,4,9,8,0,0.925,0.85,340,777.2125,4.2,96.5,2.5,5.8
Apache-commons-compress,org.apache.commons.compress.archivers.zip.UnrecognizedExtraField,11,1,0,4,15,35,1.4833333333,0.9090909091,0.9728723404,884.7,17655.4303272083,7.5,185.3,7.7,23.7
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ExtraFieldUtils,9,1,0,6,44,30,0.8333333333,1.0777777778,0.9829787234,692.6,133837.043459417,6.2,90.1,10.5,38.7
Apache-commons-compress,org.apache.commons.compress.archivers.zip.JarMarker,10,1,0,3,13,29,4.05,1.1444444444,0.9896551724,798.2,12500.3056832695,4.9,71.6,9.6,22.4
Apache-commons-compress,org.apache.commons.compress.archivers.zip.Simple8BitZipEncoding,8,1,0,5,28,24,0.6613636364,0.7615384615,0.6444430358,454.5,162021.68433025,4.1,29.6,8.3,27.9
Apache-commons-compress,org.apache.commons.compress.archivers.zip.NioZipEncoding,4,1,0,2,33,0,0.2357142857,0.925,0.2134486528,129.4,152961.756408109,3.2,13.5,2.6,7.3
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ZipFile,29,1,0,19,128,220,0.0114754098,0.1147058824,0.1291578502,339.1,39105.9406439554,4.5,28.6,2.7,4.7
Apache-commons-compress,org.apache.commons.compress.archivers.zip.ZipLong,13,1,0,8,20,36,2.35,1.275,0.8917397021,1482.6,11846.7277899503,9.8,207.2,14.5,32
Apache-commons-compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,55,1,0,4,73,1207,0.86875,0.8527272727,0.9504851857,3713.8,68355.9338687431,20,164.4,58.2,131.5
Apache-commons-compress,org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream,18,3,0,7,73,49,0.6973684211,1.0833333333,0.8192327597,1619,39203.9337610155,19.6,156.1,25.2,86.9
Apache-commons-compress,org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream,20,3,0,7,62,144,0.2964912281,0.455,0.4866666667,23482.6,18654.4236111111,13,270.1,13.4,48.7
Apache-commons-compress,org.apache.commons.compress.archivers.cpio.CpioUtil,3,1,0,2,6,3,1.0388888889,1.3,0.9175,923.5,5764.5029166667,7.7,180.1,8.2,14.1
Apache-commons-compress,org.apache.commons.compress.archivers.jar.JarArchiveInputStream,4,4,0,5,8,6,1.35,0.925,0.8066666667,144.4,17142.8886111111,2.5,28.8,2.8,7.1
Apache-commons-compress,org.apache.commons.compress.archivers.jar.JarArchiveOutputStream,2,4,0,6,6,0,0.6,1.15,0.7633333333,142.2,24118.7855555556,2.6,34.2,1.2,4.3
Apache-commons-compress,org.apache.commons.compress.archivers.jar.JarArchiveEntry,8,3,0,2,14,0,0,0.5333333333,0.5266666667,738.7,19543.11,5.5,154.7,2.2,4.6
Apache-commons-compress,org.apache.commons.compress.archivers.dump.DumpArchiveUtil,7,1,0,4,8,21,0.7166666667,1.05,0.6109090909,3028.5,136019.793484849,3.4,187.3,5.6,13.7
Apache-commons-compress,org.apache.commons.compress.archivers.dump.TapeInputStream,12,3,0,7,31,10,0.3419354839,0.8583333333,0.4233281972,5240.1,31181.7636102551,8.9,113.5,11.3,36.6
Apache-commons-compress,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,14,3,0,13,79,27,0.0543859649,0.1714285714,0.155527735,372.4,3920.5378260511,4.5,47.8,4,9.1
Apache-commons-compress,org.apache.commons.compress.archivers.dump.DumpArchiveConstants,1,1,0,0,2,0,0.825,1.7,0.7802080123,410.9,17249.1467013354,5,101.1,3.4,3.8
Apache-commons-compress,org.apache.commons.compress.archivers.dump.DumpArchiveSummary,30,1,0,3,40,293,0.025,0.06,0.2145454545,159.1,133520.379090909,1.9,21.8,1.7,3
Apache-commons-compress,org.apache.commons.compress.archivers.dump.Dirent,6,1,0,1,9,1,0,1.85,0.8842743222,525.2,34187.4890457204,2.7,34.2,9.7,22.3
Apache-commons-compress,org.apache.commons.compress.archivers.dump.DumpArchiveEntry,52,1,0,9,87,1030,0.5636363636,0.8209677419,0.8596491228,1983.7,135212.046769477,12.1,99.8,44.7,111.9
Apache-commons-compress,org.apache.commons.compress.archivers.ar.ArArchiveOutputStream,12,3,0,5,40,14,0.7384615385,0.9666666667,0.9048732943,4969.8,80591.2619233268,10.2,82.3,14.4,68.9
Apache-commons-compress,org.apache.commons.compress.archivers.ar.ArArchiveEntry,14,1,0,3,23,69,1.16875,0.9285714286,0.8543457728,3511.1,143529.7804862,5.2,55.5,14.1,41
Apache-commons-compress,org.apache.commons.compress.archivers.ar.ArArchiveInputStream,18,3,0,5,50,125,0.2166666667,0.4411764706,0.3508400153,7876.1,45544.9986694143,6.9,103.6,7.7,28
Apache-commons-compress,org.apache.commons.compress.archivers.Lister,4,1,0,3,22,4,0,1.1,0.5268041237,136.8,135035.104467354,2.2,20.2,1.9,4.6
Apache-commons-compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,63,1,0,8,110,1451,0.4325396825,0.7887096774,0.6676829268,3278.9,94783.6260654341,16.4,127.9,50.3,110.2
Apache-commons-compress,org.apache.commons.compress.archivers.tar.TarArchiveSparseEntry,2,1,0,3,4,0,0,4.7,0.5494826312,523.6,148194.008247105,4.2,28.5,8.8,24.3
Apache-commons-compress,org.apache.commons.compress.archivers.tar.TarBuffer,21,1,0,2,38,86,0.7905405405,1.07,0.7727576517,5976.6,38125.7404596086,18.1,218.7,23.9,90.3
Apache-commons-compress,org.apache.commons.compress.archivers.tar.TarArchiveInputStream,25,3,0,9,85,226,0.4381355932,0.856,0.5190685046,6242.2,69678.6958447508,12,129.1,22.2,77.8
Apache-commons-compress,org.apache.commons.compress.archivers.tar.TarUtils,21,1,0,5,52,204,0.7050847458,0.7782608696,0.7651560408,2307.7,126061.690569485,17.9,216.3,27.2,80
Apache-commons-compress,org.apache.commons.compress.changes.Change,7,1,0,3,9,0,3.7,1.0142857143,0.897011208,1491.1,25103.6518828204,7.6,124.3,11.8,43.1
Apache-commons-compress,org.apache.commons.compress.changes.ChangeSet,8,1,0,3,31,16,0.4815789474,0.975,0.9295454545,1381.7,29300.1340909091,3.8,73.5,8.8,35.5
Apache-commons-compress,org.apache.commons.compress.changes.ChangeSetResults,8,1,0,1,12,0,5.075,1.1125,0.9071535022,984.8,37556.0699422504,3.7,60.8,7.9,39.6
Apache-commons-compress,org.apache.commons.compress.changes.ChangeSetPerformer,6,1,0,11,39,13,0.778,0.7857142857,0.768852459,966.7,596171.5,7,89.9,7.8,64
Apache-commons-email,org.apache.commons.mail.ImageHtmlEmail,6,4,0,4,29,11,0.2,1,0.3125,84,598913,1,6,3,7
Apache-commons-email,org.apache.commons.mail.MultiPartEmail,23,2,1,5,68,223,1.3043478261,1,0.9166666667,237,598868,13,59,18,48
Apache-commons-email,org.apache.commons.mail.util.MimeMessageParser,22,1,0,0,58,131,1.4090909091,1,0.701754386,1802,511241,8,87,21,139
Apache-commons-email,org.apache.commons.mail.util.MimeMessageUtils,6,1,0,1,26,15,1.4,1,0.380952381,329,369999,6,37,5,22
Apache-commons-email,org.apache.commons.mail.DefaultAuthenticator,2,2,0,1,4,0,0,1,1,46,1305,1,7,1,2
Apache-commons-email,org.apache.commons.mail.SimpleEmail,2,2,0,3,6,1,1,1,1,407,4569,7,137,2,4
Apache-commons-email,org.apache.commons.mail.HtmlEmail,12,3,1,6,75,32,2.6111111111,0.8888888889,0.8208955224,333,598820,21,103,20,70
Apache-commons-email,org.apache.commons.mail.resolver.DataSourceClassPathResolver,7,2,0,2,25,9,1.8571428571,1,0.9444444444,294,274625,2,18,7,12
Apache-commons-email,org.apache.commons.mail.resolver.DataSourceCompositeResolver,5,2,0,2,14,4,2,1,1,496,38040,3,56,4,28
Apache-commons-email,org.apache.commons.mail.resolver.DataSourceUrlResolver,6,2,0,1,19,3,2.1666666667,1,0.9444444444,83,463121,5,26,7,18
Apache-commons-email,org.apache.commons.mail.resolver.DataSourceFileResolver,6,2,0,1,20,3,1.6666666667,1,1,438,3040,6,99,5,10
Apache-commons-email,org.apache.commons.mail.EmailUtils,9,1,0,6,32,32,4.8571428571,1,0.6,581,599653,5,25,14,14
Apache-commons-email,org.apache.commons.mail.EmailAttachment,11,1,0,1,12,29,0,1,1,400,1669,5,77,10,20
Apache-commons-email,org.apache.commons.mail.ByteArrayDataSource,9,1,0,1,26,0,1.5555555556,1,0.6,265,371097,6,57,8,15
Apache-commons-daemon,org.apache.commons.daemon.DaemonPermission,10,2,0,0,25,5,0.8965517241,1,0.9,529.2,599580.3,6,36.9,14.9,31.8
Apache-commons-daemon,org.apache.commons.daemon.support.DaemonWrapper,6,1,0,4,30,5,0.8283333333,1,0.8415384615,1338.3,600727,11.8,101,14.9,86.4
Apache-commons-daemon,org.apache.commons.daemon.support.DaemonLoader,14,1,0,5,45,59,0.5045454545,0.6761904762,0.5561403509,8124.8,601688.3,5.5,45.2,9.9,16.7
Apache-commons-daemon,org.apache.commons.daemon.support.DaemonConfiguration,5,1,0,1,28,2,0.25,1,0.275862069,221.1,381781.8,1,8,4,8
Apache-commons-exec,org.apache.commons.exec.ShutdownHookProcessDestroyer,8,1,0,2,26,0,0.6111111111,0.8181818182,0.652173913,416.5,240898.1,1.5,16.1,7,21
Apache-commons-exec,org.apache.commons.exec.util.MapUtils,4,1,0,0,20,6,1,1,1,986.1,6039.4,4.4,92.1,6.9,20.3
Apache-commons-exec,org.apache.commons.exec.util.DebugUtils,4,1,0,4,11,6,0.3333333333,1,0.5555555556,57.7,432630.8,1,5,2,2
Apache-commons-exec,org.apache.commons.exec.util.StringUtils,7,1,0,2,37,21,0.94,1,0.9416666667,604.8,444349,10.7,62.4,21.2,35
Apache-commons-exec,org.apache.commons.exec.ExecuteWatchdog,9,1,0,5,19,0,0.5,1,0.5909090909,170.7,565210.3,2.3,14.6,6,12
Apache-commons-exec,org.apache.commons.exec.OS,18,1,0,3,28,151,0.6627906977,1,0.7128712871,866.2,318593.8,2.9,26.5,16,16
Apache-commons-exec,org.apache.commons.exec.DefaultExecutor,23,1,0,12,60,185,0.525,0.9090909091,0.6363636364,783,601185.1,6.9,54,16,54.8
Apache-commons-exec,org.apache.commons.exec.DefaultExecuteResultHandler,8,1,0,2,13,0,0.64,0.8375,0.7214285714,44167.7,612512.8,5.5,112.6,5.5,13.8
Apache-commons-exec,org.apache.commons.exec.Watchdog,7,1,0,2,22,0,1,1,1,95439.7,28095.4,6.2,125.6,5.9,14.8
Apache-commons-exec,org.apache.commons.exec.environment.EnvironmentUtils,6,1,0,5,27,13,0.75,1,0.8,98.3,572546.9,1.7,8,4,6.5
Apache-commons-exec,org.apache.commons.exec.environment.DefaultProcessingEnvironment,9,1,1,9,46,32,0.3181818182,0.6666666667,0.3333333333,265.4,575239.5,1.9,19.1,3.3,8.6
Apache-commons-exec,org.apache.commons.exec.environment.OpenVmsProcessingEnvironment,4,2,0,3,16,6,0.1666666667,0.75,0.375,52.8,600571.3,2,4,1,2
Apache-commons-exec,org.apache.commons.exec.InputStreamPumper,3,1,0,2,10,0,0.8166666667,1,0.8625,11919.2,603122.2,2.4,21.4,2.8,12.4
Apache-commons-exec,org.apache.commons.exec.PumpStreamHandler,16,1,0,6,31,80,0.9107142857,0.9375,0.9102564103,30366.6,602603.4,5.2,50.4,13,47.7
Apache-commons-exec,org.apache.commons.exec.CommandLine,21,1,0,15,56,162,0.9822580645,1.0434782609,0.9857142857,652.9,599490.7,9.6,49.1,15.9,32.8
Apache-commons-exec,org.apache.commons.exec.launcher.OS2CommandLauncher,2,3,0,3,8,1,1,1,1,393.3,2558.5,6.9,176.9,2,10.4
Apache-commons-exec,org.apache.commons.exec.launcher.VmsCommandLauncher,5,3,0,4,37,10,0.0909090909,1,0.2,140.4,596809.4,2,13.6,4,10.1
Apache-commons-exec,org.apache.commons.exec.launcher.CommandLauncherFactory,2,1,0,5,6,1,0.5,1,0.5,37.9,346204.6,1,2,1,1
Apache-commons-exec,org.apache.commons.exec.launcher.Java13CommandLauncher,2,2,1,5,7,1,0,1,1,255.4,2198.3,2.3,48.2,1,4.4
Apache-commons-exec,org.apache.commons.exec.launcher.WinNTCommandLauncher,2,3,0,3,8,1,1,1,1,374.9,2484.5,6.9,176.9,2,10.4
Apache-commons-jci,org.apache.commons.jci.utils.ConversionUtils,7,1,0,4,21,21,0.75,1,0.8888888889,187.5,501207.6,1.5,10.4,7,7.5
Apache-commons-jci,org.apache.commons.jci.stores.FileResourceStore,8,1,0,2,38,8,0.5,1,0.7777777778,139,601217.5,1.7,11.4,5,16.2
Apache-commons-jci,org.apache.commons.jci.stores.TransactionalResourceStore,7,1,0,3,12,1,0,1,1,730.6,1886.4,3,69,6,19.7
Apache-commons-jci,org.apache.commons.jci.stores.MemoryResourceStore,7,1,0,5,32,0,0.5,1,0.8333333333,429.6,53196.9,6.5,159.1,4,8.5
Apache-commons-jci,org.apache.commons.jci.stores.ResourceStoreClassLoader,6,2,0,5,27,9,0.6666666667,0.8,0.6315789474,241.5,369575,3.6,39.1,4,29.8
Apache-commons-jci,org.apache.commons.jci.compilers.JavaCompilerFactory,4,1,0,3,15,2,0.6666666667,1,0.7142857143,199.1,602695,1,5,2,4
Apache-commons-jci,org.apache.commons.jci.compilers.JavaCompilerSettings,13,1,0,2,14,66,0,1,1,1065.9,1560.3,2.3,41,12,24
Apache-commons-jci,org.apache.commons.jci.compilers.CompilationResult,3,1,0,4,9,0,0,0,0,38,623778.3,3.8,0,0,0
Apache-commons-jci,org.apache.commons.jci.readers.MemoryResourceReader,6,1,0,1,15,0,1,1,1,754.8,1320.7,3.4,77.1,6,18.2
Apache-commons-jci,org.apache.commons.jci.readers.FileResourceReader,5,1,0,3,19,0,0,1,1,222,2577.7,3.2,56,2,5.6
Apache-commons-jci,org.apache.commons.jci.ReloadingClassLoader,12,2,0,6,32,0,0.9166666667,1,0.9523809524,702.6,337852.9,2.8,32.1,11,39.6
Apache-commons-jci,org.apache.commons.jci.listeners.FileChangeListener,10,2,0,2,13,25,0,0.41,0.41,400.2,605309.8,2,37.2,3.1,8.1
Apache-commons-jci,org.apache.commons.jci.listeners.ReloadingListener,11,2,1,12,47,29,0.3375,0.63,0.3620689655,1885.2,604374.1,4.1,86.2,3.7,10.9
Apache-commons-jci,org.apache.commons.jci.listeners.CompilingListener,13,3,0,14,50,58,0.3181818182,0.9416666667,0.4935483871,8142.9,601768,4.9,120.8,6.6,20
Apache-commons-modeler,org.apache.commons.modeler.ant.MLETTask,13,3,1,9,50,42,0.6818181818,0.9916666667,0.7741935484,660.6,660.6,4.5,42.2,10.5,39.8
Apache-commons-modeler,org.apache.commons.modeler.ant.JmxInvoke,4,3,0,3,19,2,0.78,1,0.8307692308,371,371,2.4,31.2,4.3,23.2
Apache-commons-modeler,org.apache.commons.modeler.ant.ServiceTask,7,3,0,7,19,3,1,1,1,1205.8,1205.8,7.5,148.3,5,13.9
Apache-commons-modeler,org.apache.commons.modeler.ant.ModelerTask,3,4,0,5,12,3,1,1,1,122.7,122.7,1.4,12.8,2,5
Apache-commons-modeler,org.apache.commons.modeler.ant.Arg,6,1,0,3,7,7,0,1,1,388.5,388.5,1.2,19.8,5,10
Apache-commons-modeler,org.apache.commons.modeler.ant.RegistryTask,7,1,0,5,26,9,0.75,1,0.8461538462,167.2,167.2,2.7,10.9,4.8,13.4
Apache-commons-modeler,org.apache.commons.modeler.ant.JmxSet,13,3,0,6,30,48,0.8571428571,1,0.92,485.1,485.1,3.2,20.9,10.3,29.7
Apache-commons-modeler,org.apache.commons.modeler.BaseNotificationBroadcaster,8,1,0,5,29,14,0.7411764706,0.875,0.7684210526,818.3,818.3,4.5,59,12.4,69.1
Apache-commons-modeler,org.apache.commons.modeler.BaseNotification,6,3,0,0,7,3,0,0,0,58.2,58.2,4.8,0,0,0
Apache-commons-modeler,org.apache.commons.modeler.ConstructorInfo,9,2,0,5,26,0,1,1,1,1325.5,1325.5,5.6,126.6,5.2,16.4
Apache-commons-modeler,org.apache.commons.modeler.modules.MbeansDescriptorsDynamicMBeanSource,9,2,0,8,49,18,0.5071428571,0.75,0.555,271.3,271.3,1.3,9.2,1.6,5.8
Apache-commons-modeler,org.apache.commons.modeler.modules.MbeansDescriptorsDOMSource,8,2,0,12,52,16,0.0351851852,1,0.1316666667,390.3,390.3,1,3,1,2.9
Apache-commons-modeler,org.apache.commons.modeler.modules.MbeansDescriptorsSerSource,8,2,0,5,29,16,0.7,1,0.8125,121.3,121.3,2.7,9.7,2.4,7.4
Apache-commons-modeler,org.apache.commons.modeler.modules.MbeansSource,20,2,0,9,83,68,0.1588235294,0.7217391304,0.2752941176,736.9,736.9,5.9,35.6,12.8,30.1
Apache-commons-modeler,org.apache.commons.modeler.modules.MbeansDescriptorsIntrospectionSource,13,2,0,9,84,52,0.6625,0.95,0.6754237288,467.7,467.7,4.3,20.1,5.2,16.2
Apache-commons-modeler,org.apache.commons.modeler.modules.MbeansDescriptorsDigesterSource,8,2,0,5,32,16,1,1,1,290.8,290.8,4.7,90.2,2,5.5
Apache-commons-modeler,org.apache.commons.modeler.modules.ModelerSource,5,1,6,8,11,10,0.5,0.8,0.5916666667,163.5,163.5,1.1,9.3,3.5,8.8
Apache-commons-modeler,org.apache.commons.modeler.util.DomUtil,17,1,0,6,58,130,0.7148648649,1,0.7395061728,8878.9,8878.9,13.3,127.9,23.1,55.1
Apache-commons-modeler,org.apache.commons.modeler.util.IntrospectionUtils,37,1,0,5,108,650,0.5877697842,0.9189189189,0.5933098592,17461.3,17461.3,30.2,353.9,35.7,86.9
Apache-commons-modeler,org.apache.commons.modeler.AttributeInfo,28,2,0,6,49,220,0.9166666667,1,0.9591836735,887.1,887.1,4.4,39.4,19.4,54.8
Apache-commons-modeler,org.apache.commons.modeler.FieldInfo,5,1,0,3,6,0,0,1,1,210.2,210.2,1.6,13.8,3.9,8
Apache-commons-modeler,org.apache.commons.modeler.BaseModelMBean,45,1,2,10,126,522,0.4109090909,0.9659574468,0.45,62152.3,62152.3,29.8,607.6,44.4,138.2
Apache-commons-modeler,org.apache.commons.modeler.FixedNotificationFilter,3,1,0,1,9,0,0.75,1,0.8333333333,102,102,1,10.5,3,10.3
Apache-commons-modeler,org.apache.commons.modeler.mbeans.MBeanProxy,6,2,0,4,22,0,0.5,1,0.8333333333,388.8,388.8,2.4,14.2,3.4,13.3
Apache-commons-modeler,org.apache.commons.modeler.mbeans.SimpleRemoteConnector,27,1,0,4,76,241,0.3111111111,1,0.5490909091,3379,3379,6.4,55.3,23.7,65.1
Apache-commons-modeler,org.apache.commons.modeler.BaseAttributeFilter,6,1,0,2,17,0,0.9,1,0.9285714286,227.7,227.7,2,18.1,6.7,19.5
Apache-commons-modeler,org.apache.commons.modeler.Main,5,1,0,2,16,4,0.975,1,1,683.6,683.6,4.2,61.5,4,9.9
Apache-commons-modeler,org.apache.commons.modeler.FeatureInfo,8,1,5,6,17,10,1,1,1,1077.2,1077.2,3.5,70.7,6,16.3
Apache-commons-modeler,org.apache.commons.modeler.ParameterInfo,8,2,0,6,17,0,1,1,1,482.1,482.1,4.8,75.9,2.9,6.3
Apache-commons-modeler,org.apache.commons.modeler.NotificationInfo,7,2,0,3,21,0,1,1,1,943.8,943.8,6.6,135.3,5,12.5
Apache-commons-modeler,org.apache.commons.modeler.ManagedBean,27,1,0,13,63,189,0.9545454545,1,0.9782608696,749.9,749.9,7,41.6,16.6,43.9
Apache-commons-modeler,org.apache.commons.modeler.OperationInfo,14,2,0,6,34,13,1,1,1,405.5,405.5,4.3,43.7,6.1,14.8
Apache-commons-modeler,org.apache.commons.modeler.Registry,48,1,0,19,138,880,0.5445121951,0.9717948718,0.6164835165,4675.4,4675.4,23.6,352.9,28,94.5
Apache-commons-validator,org.apache.commons.validator.Validator,18,1,0,5,32,45,0.7857142857,0.9888888889,0.8857142857,780.5,502397.9,6.1,39.3,14.8,44.1
Apache-commons-validator,org.apache.commons.validator.Msg,11,1,0,2,19,13,0,1,1,1133.6,2492.7,2.3,36.1,10,20
Apache-commons-validator,org.apache.commons.validator.ValidatorResults,9,1,0,5,26,0,1,1,1,1353.3,10479.5,3.3,81.1,7.7,27
Apache-commons-validator,org.apache.commons.validator.util.ValidatorUtils,6,1,0,9,40,15,0.6444444444,1,0.6540540541,9965.4,597749,5.7,37.9,12.7,25.2
Apache-commons-validator,org.apache.commons.validator.util.Flags,14,1,0,2,22,0,1,1,1,2453,2610.5,4.5,89.6,14.8,33.4
