Project,Class,WMC,DIT,NOC,CBO,RFC,LCOM,BrCv,MtCv,Cv,MnT,GnT,RsSize,RsLen,MnRsSize,MnRsLen
Apache-commons-bcel,org.apache.bcel.generic.F2D,2,3,0,9,8,1,0,1,1,126.8,152297,1.9,43.7,1,2.8
Apache-commons-bcel,org.apache.bcel.generic.DCONST,5,2,0,14,18,8,1,1,1,929.2,164155.3,8.4,237.9,5.4,10.3
Apache-commons-bcel,org.apache.bcel.generic.DCMPG,3,2,0,12,8,3,0,1,1,431.1,150043,6.3,162.2,2,5.8
Apache-commons-bcel,org.apache.bcel.generic.PUTFIELD,5,5,0,15,18,10,0,1,1,318.1,205653.4,5.6,147,2.8,6
Apache-commons-bcel,org.apache.bcel.generic.I2D,2,3,0,9,8,1,0,1,1,123.4,147727.9,1.7,40.1,1,2.9
Apache-commons-bcel,org.apache.bcel.generic.BasicType,4,2,0,37,10,4,1,1,1,1791.2,311988.2,10.5,168.3,16.7,21.7
Apache-commons-bcel,org.apache.bcel.generic.InstructionHandle,25,1,1,61,47,184,0.8633333333,1,0.9395348837,4629.2,527786.1,10.4,260.8,19,91
Apache-commons-bcel,org.apache.bcel.generic.LDC,10,3,1,25,36,25,0.625,0.98,0.6842105263,1584.4,593144.6,7.8,165.9,9.2,43.6
Apache-commons-bcel,org.apache.bcel.generic.InstructionFactory,42,1,0,67,124,613,0.505733945,0.8357142857,0.5158940397,26569.3,591007.9,20.4,596.8,42.1,145.6
Apache-commons-bcel,org.apache.bcel.generic.IF_ACMPNE,4,4,0,10,11,6,0,1,1,549.6,118308.8,7.1,177.5,2.6,5.6
Apache-commons-bcel,org.apache.bcel.generic.FLOAD,3,4,0,7,7,3,0,0.9666666667,0.9666666667,231.5,141780.7,3.7,70,1.9,3.9
Apache-commons-bcel,org.apache.bcel.generic.NOP,2,2,0,7,4,1,0,1,1,134.7,131223.3,2.1,33,1,3
Apache-commons-bcel,org.apache.bcel.generic.INSTANCEOF,5,3,0,18,16,10,0,0.98,0.5,95.7,601796.6,2.1,7.1,2.3,5.3
Apache-commons-bcel,org.apache.bcel.generic.I2B,2,3,0,9,8,1,0,1,1,117.2,145563.3,1.7,40.1,1,2.9
Apache-commons-bcel,org.apache.bcel.generic.IUSHR,2,3,0,9,8,1,0,1,1,211.9,192308.7,1.6,29.3,1,2.9
Apache-commons-bcel,org.apache.bcel.generic.NEWARRAY,10,2,0,18,25,15,0,1,1,1110.4,142035.6,8.6,222.9,7.2,21.4
Apache-commons-bcel,org.apache.bcel.generic.ARRAYLENGTH,3,2,0,9,7,3,0,1,1,402.6,170171.9,3,59.8,2,4.7
Apache-commons-bcel,org.apache.bcel.generic.ObjectType,10,3,0,34,22,0,0.65,1.125,0.75,317.8,607346.7,3.6,19.1,5.9,12.6
Apache-commons-bcel,org.apache.bcel.generic.LSHL,2,3,0,9,8,1,0,1,1,202.6,189707.1,1.6,29.3,1,2.9
Apache-commons-bcel,org.apache.bcel.generic.CHECKCAST,5,3,0,18,17,10,0,0.98,0.5,86.6,604187.1,2.1,6.8,2.6,5.6
Apache-commons-bcel,org.apache.bcel.generic.IAND,2,3,0,9,8,1,0,1,1,157.8,189611.2,1.6,29.3,1,2.9
Apache-commons-bcel,org.apache.bcel.generic.TABLESWITCH,5,4,0,12,17,4,0.2,0.6,0.3461538462,132.3,599132.9,3.7,25.9,2,6.5
Apache-commons-bcel,org.apache.bcel.generic.GETFIELD,5,5,0,15,18,10,0,0.98,0.98,815.5,233974.8,6.7,175.7,3.3,7.7
Apache-commons-bcel,org.apache.bcel.verifier.VerificationResult,7,1,0,12,13,0,1,1,1,3148.2,4839.9,7.8,172.9,10,22.3
Apache-commons-bcel,org.apache.bcel.verifier.VerifierFactory,7,1,0,11,22,3,0.175,0.54,0.3857142857,330,120019.4,6.6,126.9,1.9,1.9
Apache-commons-bcel,org.apache.bcel.verifier.Verifier,9,1,0,17,53,6,0.9038461538,1,0.9137931034,657.4,582861.1,1.6,12,4.7,13.1
Apache-commons-bcel,org.apache.bcel.verifier.structurals.Pass3bVerifier,4,2,0,32,83,0,0,0.1818181818,0.0253164557,106.1,586192.8,1,5,1,2
Apache-commons-bcel,org.apache.bcel.verifier.structurals.ExecutionVisitor,155,2,0,173,204,11713,0.0096153846,0.5309677419,0.3400826446,5987.5,589847.7,80.5,1379.6,79.3,234.9
Apache-commons-bcel,org.apache.bcel.verifier.structurals.GenericArray,2,1,0,0,4,1,0,1,1,81.1,2018.3,1.2,11.4,1,2
Apache-commons-bcel,org.apache.bcel.verifier.structurals.Subroutines,8,1,0,19,62,10,0.2143939394,0.2428571429,0.2175182482,3141.2,592889,3.2,89.8,1.6,19.9
Apache-commons-bcel,org.apache.bcel.verifier.structurals.ControlFlowGraph,7,1,0,10,21,7,0.0066666667,0.015,0.0058823529,141.7,598314.9,1.2,6.3,0.1,1.8
Apache-commons-bcel,org.apache.bcel.verifier.structurals.Frame,9,1,0,8,22,0,0.9666666667,1,0.9857142857,1010.2,256278.4,2.7,46.6,8.3,24.7
Apache-commons-bcel,org.apache.bcel.verifier.structurals.LocalVariables,12,1,0,12,28,0,0.8166666667,1,0.8293103448,9442.5,607506.7,8.5,106.4,16.5,57.5
Apache-commons-bcel,org.apache.bcel.verifier.structurals.OperandStack,19,1,0,12,47,0,0.724,1,0.7774193548,2602.4,596108,10.3,103.6,18.3,56
Apache-commons-bcel,org.apache.bcel.verifier.structurals.ExceptionHandler,3,1,0,6,4,0,0,1,1,491.9,179158.7,2.8,69.5,2,6.9
Apache-commons-bcel,org.apache.bcel.verifier.structurals.InstConstraintVisitor,177,2,0,198,271,15028,0.0045454545,0.2107954545,0.043881335,4293.9,597898.6,74.7,1500.3,32.2,97
Apache-commons-bcel,org.apache.bcel.verifier.structurals.UninitializedObjectType,4,3,0,9,11,0,1,1,1,3588.9,235038.1,4.6,121.6,3,9
Apache-commons-bcel,org.apache.bcel.verifier.structurals.ExceptionHandlers,2,1,0,7,17,0,0.225,0.9,0.225,497.9,598327.7,2.8,51.6,1,13.6
Apache-commons-bcel,org.apache.bcel.verifier.exc.Utility,2,1,0,1,7,1,0,1,1,71.6,5155.7,1.3,6,1,1
Apache-commons-bcel,org.apache.bcel.verifier.PassVerifier,5,1,4,5,10,2,1,1,1,1225.2,27390.9,1.4,25.5,2.3,8
Apache-commons-bcel,org.apache.bcel.verifier.statics.LONG_Upper,3,2,0,2,4,1,0,1,1,78.5,59435.4,1.2,11.7,1,1
Apache-commons-bcel,org.apache.bcel.verifier.statics.IntList,3,1,0,1,10,0,1,1,1,342.6,1849.4,1.3,21,2.6,7.2
Apache-commons-bcel,org.apache.bcel.verifier.statics.Pass3aVerifier,9,2,0,36,62,4,0,0.0465116279,0.0057142857,383.1,592311.4,1,5,1,2
Apache-commons-bcel,org.apache.bcel.verifier.statics.Pass1Verifier,4,2,0,8,20,0,0.125,1,0.3,65.3,507942.1,1,4,1,2
Apache-commons-bcel,org.apache.bcel.verifier.statics.StringRepresentation,34,2,0,36,46,0,0,0.1705882353,0.1657142857,75899.7,767124.7,5.9,242.9,2.8,9.2
Apache-commons-bcel,org.apache.bcel.verifier.statics.LocalVariablesInfo,3,1,0,9,9,0,1,1,1,1292.1,207265.9,7.7,134.3,7.1,22.2
Apache-commons-bcel,org.apache.bcel.verifier.statics.Pass2Verifier,24,2,0,20,70,228,0,0.0196078431,0.0023041475,481.8,592240.9,1,4,1,1
Apache-commons-bcel,org.apache.bcel.verifier.statics.DOUBLE_Upper,3,2,0,2,4,1,0,1,1,92.2,57050.9,1.2,11.7,1,1
Apache-commons-bcel,org.apache.bcel.verifier.statics.LocalVariableInfo,7,1,0,3,20,9,1,1,1,1985.2,99487.8,5.8,125.8,3,14.3
Apache-commons-bcel,org.apache.bcel.verifier.VerifierFactoryObserver,1,1,0,3,1,0,0,0,1,273,294.5,6.7,153.3,0,0
Apache-commons-bcel,org.apache.bcel.verifier.TransitiveHull,3,1,0,7,26,1,0,0,0,62.7,596760.6,4.8,0,0,0
Apache-commons-bcel,org.apache.bcel.verifier.GraphicalVerifier,2,1,0,6,19,1,0,0,0,33.4,596954.3,1,1,0,0
Apache-commons-bcel,org.apache.bcel.classfile.LineNumber,11,1,0,11,20,21,0,0.9545454545,0.9545454545,1054.5,74495.6,7.3,170.4,7.2,18.4
Apache-commons-bcel,org.apache.bcel.classfile.ConstantPool,16,1,0,69,56,54,0.1083333333,0.25,0.1115384615,3341.2,610178.8,5.9,222.9,1.6,8.6
Apache-commons-bcel,org.apache.bcel.classfile.ConstantFieldref,4,3,0,13,9,6,0,0.825,0.825,410.4,135084.8,5.6,106.3,2.3,7.7
Apache-commons-bcel,org.apache.bcel.classfile.ConstantUtf8,8,2,0,28,19,0,1,0.925,0.9333333333,658.9,115895.3,6.4,125.6,6.6,16
Apache-commons-bcel,org.apache.bcel.classfile.ConstantString,10,2,0,16,22,15,0,0.88,0.88,610.9,275666.8,7,147.5,5.8,15.4
Apache-commons-bcel,org.apache.bcel.classfile.Signature,16,2,0,9,48,100,0.4770833333,0.6285714286,0.4888888889,11952.2,614745.8,8.8,232.2,7.9,13.3
Apache-commons-bcel,org.apache.bcel.classfile.SourceFile,10,2,0,12,24,25,0,0.82,0.82,623.4,582478.5,6.5,114.8,5,14.4
Apache-commons-bcel,org.apache.bcel.classfile.Unknown,12,2,0,10,36,14,0.2071428571,0.3363636364,0.23,490.2,603727,5.8,123.7,2.6,20.3
Apache-commons-bcel,org.apache.bcel.classfile.LocalVariableTable,12,2,0,15,32,0,0.01,0.0545454545,0.016,90572.2,766677.8,4.4,194.5,0.2,0.3
Apache-commons-bcel,org.apache.bcel.classfile.StackMap,9,2,0,8,23,0,0.2,0.3555555556,0.21875,408.7,601184.1,4.6,185.4,1.3,6.2
Apache-commons-bcel,org.apache.bcel.classfile.ConstantInteger,9,2,0,14,20,6,0,0.8888888889,0.8888888889,661.8,217182.2,6.1,127.1,5.9,16.2
Apache-commons-bcel,org.apache.bcel.classfile.Code,22,2,0,18,48,79,0,0,0,163171.4,939686.1,5.6,273.3,0,0
Apache-commons-bcel,org.apache.bcel.classfile.ConstantInterfaceMethodref,4,3,0,12,9,6,0,0.775,0.775,382.5,119880.5,4.7,94,2.1,7.1
Apache-commons-bcel,org.apache.bcel.classfile.ConstantDouble,9,2,0,14,20,6,0,0.9222222222,0.9222222222,1075.2,180361.3,6.6,156.6,6.2,17.4
Apache-commons-bcel,org.apache.bcel.classfile.StackMapType,13,1,0,3,25,30,0.4777777778,0.8076923077,0.5846153846,10595.3,608848.8,7.2,197.4,6,17
Apache-commons-bcel,org.apache.bcel.classfile.ConstantClass,10,2,0,17,22,15,0,0.95,0.95,1505.4,284184.2,6.8,169.7,5.9,17.9
Apache-commons-bcel,org.apache.bcel.classfile.ConstantLong,9,2,0,14,20,6,0,0.9666666667,0.9666666667,907.8,172348,7.7,158,6.4,18.9
Apache-commons-bcel,org.apache.bcel.classfile.LineNumberTable,11,2,0,13,33,1,0.0178571429,0.0727272727,0.0272727273,36487.3,701542.1,6.1,230,0.3,1.1
Apache-commons-bcel,org.apache.bcel.classfile.ExceptionTable,11,2,0,12,27,3,0.3642857143,0.6090909091,0.4210526316,2683.3,608871.4,5.4,164.4,4.1,16
Apache-commons-bcel,org.apache.bcel.classfile.Deprecated,9,2,0,8,20,6,0.65,0.8555555556,0.7833333333,943.5,603042.6,6.9,186.8,6.4,25.4
Apache-commons-bcel,org.apache.bcel.classfile.DescendingVisitor,37,1,0,38,91,0,0.7066666667,0.7486486486,0.7192982456,1666.3,600671.6,7.4,179.9,5.3,28.3
Apache-commons-bcel,org.apache.bcel.classfile.CodeException,17,1,0,15,28,52,0.45,0.9294117647,0.83,17319.1,600503,7.9,174.4,10.4,25
Apache-commons-bcel,org.apache.bcel.classfile.PMGClass,13,2,0,5,27,38,0,0.7230769231,0.7230769231,5324.6,611324.5,5.8,148.6,5.5,14.4
Apache-commons-bcel,org.apache.bcel.classfile.Field,13,3,0,23,36,56,0.00625,0.1133333333,0.0607142857,16319.6,642244,4.4,157.8,1.4,3
Apache-commons-bcel,org.apache.bcel.classfile.ConstantMethodref,4,3,0,12,9,6,0,0.725,0.725,313.2,151429.9,5.6,118.6,1.8,6.1
Apache-commons-bcel,org.apache.bcel.classfile.EmptyVisitor,33,1,5,38,34,528,0,0.5151515152,0.5151515152,5806.1,599621.3,9.4,286.9,16,44.1
Apache-commons-bcel,org.apache.bcel.classfile.ConstantValue,9,2,0,20,37,14,0,0.3777777778,0.1545454545,11580.7,632838.5,5.4,137.8,2,5
Apache-commons-bcel,org.apache.bcel.classfile.ConstantFloat,9,2,0,14,20,6,0,0.9666666667,0.9666666667,3057.3,181322.8,6.5,165.3,6.3,17.8
Apache-commons-bcel,org.apache.bcel.classfile.LocalVariable,21,1,0,17,33,110,0,0.0476190476,0.0476190476,53255.5,720106.3,6.2,232.3,0.2,0.4
Apache-commons-bcel,org.apache.bcel.classfile.StackMapEntry,18,1,0,6,30,49,0.105,0.1888888889,0.1257142857,4329.4,607942.4,5,156.2,2.6,9.5
Apache-commons-bcel,org.apache.bcel.classfile.Synthetic,9,2,0,8,24,0,0.5375,0.8111111111,0.6538461538,3654.2,607091,7.6,249.5,5.7,19.7
Apache-commons-bcel,org.apache.bcel.classfile.InnerClass,16,1,0,12,31,36,0.0666666667,0.90625,0.7047619048,525.4,602925.5,3.6,33.4,9.2,23.7
Apache-commons-bcel,org.apache.bcel.classfile.InnerClasses,9,2,0,9,25,6,0.47,0.6444444444,0.5285714286,934.4,606500.6,5.8,164.9,2.9,14.8
Apache-commons-bcel,org.apache.bcel.classfile.JavaClass,59,2,0,45,138,1435,0.3555555556,0.3098360656,0.3437908497,2358.6,600479.4,6.1,169.1,8.2,40.3
Apache-commons-bcel,org.apache.bcel.classfile.Method,18,3,0,36,42,127,0.1461538462,0.52,0.27,8032.5,607337.7,7.1,180.5,8.1,16.9
Apache-commons-bcel,org.apache.bcel.classfile.ConstantNameAndType,12,2,0,13,23,32,0,0.9416666667,0.9416666667,750.9,284822.5,6.7,124.4,7.9,21.4
Apache-commons-bcel,org.apache.bcel.classfile.ClassParser,12,1,0,11,35,0,0.3055555556,0.4166666667,0.325,13681.9,552068.6,4.6,37.4,4,12.1
Apache-commons-attributes,org.apache.commons.attributes.Attributes,43,1,0,11,88,897,0.4026315789,0.9928571429,0.6617647059,507.3,599074.2,26.9,118.1,30.6,59.9
Apache-commons-attributes,org.apache.commons.attributes.DefaultSealable,3,1,0,2,5,0,1,1,1,191.4,894.2,1.8,19.8,2,5
Apache-commons-attributes,org.apache.commons.attributes.Indexed,1,1,0,0,2,0,0,1,1,34.9,902.9,1.1,6.9,1,1
Apache-commons-attributes,org.apache.commons.attributes.RuntimeAttributeRepository,24,1,0,3,50,142,0.5,0.975,0.7878787879,356.6,357500.3,9.7,63.5,14.8,59.1
Apache-commons-attributes,org.apache.commons.attributes.Util,9,1,0,6,42,36,0.7170454545,0.75,0.7065934066,461.9,426053,23.2,74.3,26.5,35.5
Apache-commons-attributes,org.apache.commons.attributes.EmptyCachedRepository,9,1,0,1,11,0,0,1,1,552.7,2449.1,2.3,42.8,7,14
Apache-commons-attributes,org.apache.commons.attributes.EmptyAttributeRepositoryClass,6,1,0,2,7,15,0,1,1,235,1052.2,1.2,14.9,4,8
Apache-commons-attributes,org.apache.commons.attributes.DefaultCachedRepository,16,1,0,5,67,50,0.7307692308,0.9,0.7294117647,3219.4,602048.6,2.2,22.2,6.3,24.9
Apache-commons-attributes,org.apache.commons.attributes.Inheritable,1,1,0,0,2,0,0,1,1,40.6,1020,1.1,6.9,1,1
Apache-commons-attributes,org.apache.commons.attributes.AttributeIndex,21,1,0,6,70,118,0.1974358974,0.625,0.2822222222,482.8,421118.9,6.2,58.3,19.4,53.9
Apache-commons-attributes,org.apache.commons.attributes.Target,2,1,0,1,3,0,0,1,1,35,1814.9,1,7.3,1,2
Apache-commons-betwixt,org.apache.commons.betwixt.XMLBeanInfo,12,1,0,20,22,46,0.88,1,0.9428571429,550.2,249294.3,1.6,22.5,7.8,42.4
Apache-commons-betwixt,org.apache.commons.betwixt.IntrospectionConfiguration,38,1,0,26,46,613,1,1,1,7789.8,17972.9,9.4,229.5,28.6,77.1
Apache-commons-betwixt,org.apache.commons.betwixt.XMLUtils,9,1,0,5,18,30,0.6486842105,1,0.6576923077,364.6,591387.2,6.9,26.6,14.9,15
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.NamespacePrefixMapper,4,1,0,5,14,0,1,1,1,772.9,4566.2,2.4,51.5,2.3,6.9
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.DefaultPluralStemmer,3,1,0,6,20,1,0.8458333333,1,0.852,316.5,444896.2,2,17.7,4.7,22.4
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.HyphenatedNameMapper,10,1,0,1,20,0,1,1,1,1519,3576.6,3.5,71.5,8.7,16.7
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.DefaultNameMapper,3,1,0,6,7,1,0,1,1,131.2,3488.8,1.4,15.1,1,2
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.ClassNormalizer,3,1,1,3,6,3,1,1,1,340.3,3082.1,2.3,24.4,2,4.6
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.DecapitalizeNameMapper,3,1,0,1,5,3,0,1,1,145.4,3517.3,1.1,10.2,2,4
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.impl.propertysuppression.PackageSuppressor,3,2,0,1,14,0,0.75,1,0.75,173.8,404559.4,1.5,10.2,4,10
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.impl.OverrideCollectiveTypeStategy,5,2,0,1,10,0,1,1,1,1341.7,4232.7,2.3,39.2,3.1,11.9
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.BadCharacterReplacingNMapper,4,1,0,3,16,0,1,1,1,2130.8,18320.2,6.5,142.6,4.5,13.2
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.ListedClassNormalizer,6,2,0,2,15,0,1,1,1,1991.2,3121.3,2.9,73.1,5.2,22.7
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.DefaultActionMappingStrategy,3,2,0,7,11,3,0.6111111111,1,0.6315789474,437.2,589227.1,1.5,19.8,3.6,26.6
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.ConvertUtilsObjectStringConverter,3,2,1,4,7,3,0.875,1,0.8888888889,317.5,565826.4,1.4,13.9,5,22.6
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.DefaultObjectStringConverter,5,3,0,4,18,4,0.9722222222,1,0.975,594.8,429079.2,4.7,48.6,8.4,42.5
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.StandardSimpleTypeMapper,2,2,0,3,4,1,1,1,1,727.6,9589.7,5.8,122.5,2,9
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.CapitalizeNameMapper,3,1,0,1,11,3,1,1,1,472.5,4042.7,2.3,36.6,4,8
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.ObjectStringConverter,6,1,1,7,10,15,1,1.35,1,718.4,19653,3,73.1,2.6,13.7
Apache-commons-betwixt,org.apache.commons.betwixt.strategy.DefaultIdStoringStrategy,6,2,0,2,12,0,1,1,1,940.5,9519.2,6.2,130.5,4.1,16.7
Apache-commons-betwixt,org.apache.commons.betwixt.ElementDescriptor,42,3,0,55,66,723,0.9951219512,1.0540540541,0.995959596,3497.6,306799.7,10.6,115.5,33.3,116
Apache-commons-betwixt,org.apache.commons.betwixt.digester.TextRule,3,4,0,14,26,3,0.0555555556,1,0.1052631579,105.9,587225.6,2,8,1,3
Apache-commons-betwixt,org.apache.commons.betwixt.digester.ClassRule,4,3,0,7,23,6,0.25,1,0.5,69.6,582923.5,3,8,2,5
Apache-commons-betwixt,org.apache.commons.betwixt.digester.XMLBeanInfoDigester,12,3,1,14,24,32,1,1,1,1676.2,122930.1,5.7,96.9,8,23.2
Apache-commons-betwixt,org.apache.commons.betwixt.digester.MultiMappingBeanInfoDigester,4,4,0,8,16,0,0.9,1,0.96,1929.2,361950.3,2.6,26.4,2.2,8.7
Apache-commons-betwixt,org.apache.commons.betwixt.digester.ConfigRule,4,3,0,6,15,6,0.1666666667,1,0.375,80.7,584247.9,3,8,2,5
Apache-commons-betwixt,org.apache.commons.betwixt.digester.HideRule,3,3,0,4,10,3,0.25,1,0.4,71.7,585750.3,2,8,1,3
Apache-commons-betwixt,org.apache.commons.betwixt.digester.InfoRule,4,3,0,6,16,6,0,0.6666666667,0.25,93.2,586514.8,2,7,1,2
Apache-commons-betwixt,org.apache.commons.betwixt.digester.XMLIntrospectorHelper,14,1,0,15,87,19,0,1,1,344.5,18181,5.4,92.6,2.6,4.4
Apache-commons-betwixt,org.apache.commons.betwixt.digester.CommonRuleSet,2,2,0,11,12,1,0,1,1,113.6,6289.2,1.3,10.8,1,2.1
Apache-commons-betwixt,org.apache.commons.betwixt.digester.RuleSupport,6,2,7,13,12,15,0,1,1,410.5,5451.5,5,77.2,3,6
Apache-commons-betwixt,org.apache.commons.betwixt.digester.OptionRule,7,2,0,7,14,11,0.1666666667,0.7777777778,0.5,130.4,304269.6,1,8,4,8.8
Apache-commons-betwixt,org.apache.commons.betwixt.digester.AttributeRule,7,3,0,17,62,11,0.0882352941,0.5,0.1142857143,1356.2,588111.5,4.2,17.2,3,7
Apache-commons-betwixt,org.apache.commons.betwixt.digester.AddDefaultsRule,8,3,0,15,39,20,0.245,0.9166666667,0.2634146341,229,585177,4.4,22.9,4.2,19.4
Apache-commons-betwixt,org.apache.commons.betwixt.digester.ElementRule,12,4,0,18,89,34,0.04,0.7,0.0649122807,369.5,584762.3,3.7,23.6,4,11.9
Apache-commons-betwixt,org.apache.commons.betwixt.AttributeDescriptor,4,3,0,22,13,6,0,1,1,562.8,5988,2.1,30,3,4
Apache-commons-betwixt,org.apache.commons.betwixt.io.read.ChainedBeanCreatorFactory,7,1,0,6,23,13,0,0.3636363636,0.085106383,156.8,286045.8,1,4,4,4
Apache-commons-betwixt,org.apache.commons.betwixt.io.read.BeanCreationList,8,2,0,6,19,0,1,1,1,1158,7279.1,3.4,66.4,4.8,17
Apache-commons-betwixt,org.apache.commons.betwixt.io.read.ReadConfiguration,5,1,0,6,7,0,0,1,1,341.1,6562.9,1.4,19.2,3,8.3
Apache-commons-betwixt,org.apache.commons.betwixt.io.read.ElementMapping,12,1,0,12,17,48,0,1,1,1663.3,4364.8,3.4,55.7,10.6,23.1
Apache-commons-betwixt,org.apache.commons.betwixt.io.read.SimpleTypeBindAction,4,3,0,7,14,6,0.6,1,0.7333333333,173,588404.3,1.1,11.7,2.5,15.2
Apache-commons-betwixt,org.apache.commons.betwixt.io.read.ArrayBindAction,5,3,0,9,15,6,0.7,0.5384615385,0.5411764706,423.8,587238.2,2,19.8,5,25.5
Apache-commons-betwixt,org.apache.commons.betwixt.io.read.ReadContext,35,2,1,36,85,361,0.6243589744,0.9428571429,0.707,3880,588000.1,12.9,123.6,34.1,178.3
Apache-commons-betwixt,org.apache.commons.betwixt.io.read.BeanBindAction,8,3,0,16,50,28,0.4166666667,0.9285714286,0.4375,1043.1,585637.5,4.1,47.4,6.4,45.4
Apache-commons-betwixt,org.apache.commons.betwixt.io.BeanWriter,38,2,0,7,68,159,0.921875,0.962962963,0.9326923077,13008.4,587327,8.8,64.2,21.2,58.6
Apache-commons-betwixt,org.apache.commons.betwixt.io.BeanReader,22,3,0,14,56,5,0.6375,0.955,0.7710526316,1314.7,585602.2,9.9,62.2,14.2,48.3
Apache-commons-betwixt,org.apache.commons.betwixt.io.BeanRuleSet,12,1,0,15,38,6,0.1333333333,0.6666666667,0.3322580645,512.4,573760.2,2,28.1,5.5,33.8
Apache-commons-betwixt,org.apache.commons.betwixt.io.SAXBeanWriter,10,2,0,4,18,0,1,1,1,803.9,34603.3,5.1,78.4,5.2,17.5
Apache-commons-betwixt,org.apache.commons.betwixt.io.BeanCreateRule,24,2,0,15,91,152,0.4490740741,0.8086956522,0.4869918699,7476.2,584444.8,13.1,194.6,17.1,111
Apache-commons-betwixt,org.apache.commons.betwixt.io.id.SequentialIDGenerator,4,2,0,2,6,0,0,1,1,308.7,3692.1,1.2,19.1,2.9,4.9
Apache-commons-betwixt,org.apache.commons.betwixt.io.id.RandomIDGenerator,5,2,0,1,9,0,0.85,1,0.9875,721.3,4123.4,1.5,26.4,3.4,7
Apache-commons-betwixt,org.apache.commons.betwixt.Options,6,1,0,7,13,0,0,1,1,502.8,4135.7,1.3,18.6,4,8
Apache-commons-betwixt,org.apache.commons.betwixt.registry.DefaultXMLBeanInfoRegistry,6,1,0,7,24,0,0.6875,1,0.8076923077,844,551275.3,1.2,18.4,4.2,32.6
Apache-commons-betwixt,org.apache.commons.betwixt.registry.NoCacheRegistry,4,1,0,2,5,6,0,1,1,209.2,3579,1.5,14.3,2.7,7.5
Apache-commons-betwixt,org.apache.commons.betwixt.BindingConfiguration,12,1,0,11,15,40,0,1,1,1977,8436,2.2,45,6.9,16.1
Apache-commons-betwixt,org.apache.commons.betwixt.NodeDescriptor,9,2,2,7,11,0,1,1,1,1636.9,6051.3,5.4,107.3,8.6,16.6
Apache-commons-betwixt,org.apache.commons.betwixt.schema.SimpleLocalElement,8,2,0,6,19,26,1,1,1,584.2,80033.9,3.5,45.8,6.4,25.6
Apache-commons-betwixt,org.apache.commons.betwixt.schema.SchemaTranscriber,9,1,0,8,21,6,0,0.9444444444,0.9444444444,20631.7,583564.4,3.8,71.1,5.7,14.4
Apache-commons-betwixt,org.apache.commons.betwixt.schema.ComplexLocalElement,3,2,0,6,5,1,0,1,1,258.8,19555.7,1.8,28.8,1,5
Apache-commons-betwixt,org.apache.commons.betwixt.schema.strategy.impl.ClassNameSchemaNamingStrategy,3,2,0,2,8,3,1,1,1,339.5,12319.4,2.3,41.6,3,10
Apache-commons-betwixt,org.apache.commons.betwixt.schema.strategy.impl.ElementSchemaNamingStrategy,3,2,0,2,5,3,0,1,1,169.5,4277.8,1,12.4,2,4.9
Apache-commons-betwixt,org.apache.commons.betwixt.schema.strategy.impl.QualifiedPropertyTypeSchemaNamingStrategy,3,2,0,3,6,3,1,1,1,328.8,12737.9,2.3,41.6,3,10
Apache-commons-betwixt,org.apache.commons.betwixt.schema.TranscriptionConfiguration,5,1,0,12,8,0,0,1,1,303.2,2904.7,1.2,16.6,3.1,8
Apache-commons-betwixt,org.apache.commons.betwixt.schema.ElementReference,7,2,0,6,17,0,0.925,0.9428571429,0.96,3664.5,198672.1,3,33.3,6,24.6
Apache-commons-betwixt,org.apache.commons.betwixt.schema.Schema,15,1,0,15,37,45,0.9615384615,1,0.972972973,1611.2,523080.4,4.8,41.4,12.2,49
Apache-commons-betwixt,org.apache.commons.betwixt.schema.GlobalElement,13,1,1,4,20,44,1,1,1,1418.4,47023.9,5.4,86,10.3,29.6
Apache-commons-betwixt,org.apache.commons.betwixt.schema.GlobalComplexType,13,2,0,8,30,64,0.9909090909,1,0.9935483871,698.8,305300.5,4.8,44.3,10.3,49.9
Apache-commons-betwixt,org.apache.commons.betwixt.schema.LocalComplexType,7,2,0,6,20,19,0.8,0.8285714286,0.8173913043,501.2,586723.3,3.6,36.3,8.3,46.5
Apache-commons-betwixt,org.apache.commons.betwixt.schema.DefaultDataTypeMapper,2,2,0,2,4,1,0.825,1,0.8292682927,685,360963.9,4.3,32.3,14,42
Apache-commons-betwixt,org.apache.commons.betwixt.schema.LocalElement,8,1,2,6,11,0,1,1,1,583.7,25483.2,3,59.5,6,18.3
Apache-commons-betwixt,org.apache.commons.betwixt.schema.Attribute,11,1,0,2,17,33,1,1,1,2094.1,10590.8,6.6,149,8.5,20.8
